"Permit.Number","Permit.Type","Status","Date.Issued","Sub.Type","Property.Address","Valuation","APN","Contractor.s.Name","Contractor.s.Address","Work.Description"
"B2019-04551","Building Permit","Issued","2/26/2020","Commercial | Alteration | 4","1915 FOURTH St, BERKELEY, CA 94710","200000","57210000810","","","Tenant improvement for new VANS store in existing commercial retail tenant space. Work includes partitions, sales and store fixtures, storage racks, electrical with new subpanel, HVAC and plumbing with
new tankless water heater."
"B2019-04661","Building Permit","Issued","2/20/2020","Residential | Alteration | 1","1414 SANTA FE Ave, BERKELEY, CA 94702","75000.00","60239900600","YURI CONSTRUCTION","400 ANZA ST APT 206, SAN FRANCISCO, CA, CA94118-4335","Remodel kitchen, three (3) bathrooms, laundry & storage. Relocate laundry to closet. Remove third floor fireplace. Install new HVAC in crawlspace, upgrade electrical & replace dining room window, same size &
location."
"B2019-04677","Building Permit","Issued","2/20/2020","Residential | New | 4","1325 SIXTY-SIXTH St,
BERKELEY, CA 94702","40000","52151700700","","","New 700 SF ADU in rear."
"B2019-04698","Building Permit","Issued","2/5/2020","Mixed Use | Alteration | 1","1545 HOPKINS St,
BERKELEY, CA 94707","75000.00","60242902800","ALWARD
CONSTRUCTION","1035 CARLETON ST, BERKELEY, CA,
CA94710-2638","Replace exterior stucco, remove & replace windows,
same sizes & locations."
"B2019-04706","Building Permit","Finaled","2/11/2020","Residential | Alteration | 0","1826 VINE St, BERKELEY, CA
94703","0.00","59227100100","TESLA ENERGY
OPERATIONS","6800 DUMBARTON CIR, FREMONT, CA,
CA94555-3646","Install two (2) Energy Storage Systems (27 KW) inside
detached garage."
"B2019-04736","Building Permit","Issued","2/19/2020","Residential | Alteration | 0","2730 COLLEGE Ave,
BERKELEY, CA 94705","21449.00","54170902900","BAY AREA RETROFIT","427 SAN PABLO AVE, ALBANY, CA,
CA94706-1124","Voluntary Seismic Retrofit For Transfer Tax Rebate."
"B2019-04749","Building Permit","Issued","2/25/2020","Commercial | Alteration | 4","1581 UNIVERSITY Ave,
BERKELEY, CA 94703","60000","57207100601","KAMI CONSTRUCTION","731 SANTA BARBARA RD, BERKELEY, CA,
CA94707","Structural repair of (E) wood roof trusses and bathroom
addition."
"B2019-04770","Building Permit","Issued","2/6/2020","Commercial | Alteration | 1","2150 ALLSTON Way,
BERKELEY, CA 94704","83753","57212000100","","","3 living walls to be installed by Habitat Horticulture on the front three columns of the Brower Center, flanking the entrance. The recirculating water system needs access to electrical and plumbing, obtained from Brower Center sources in the Oxford Garage. Pribuss handled plumbing for irrigation system and Wells handled installing dedicated electrical access."
"B2019-04810","Building Permit","Issued","2/19/2020","Residential | Alteration | 4","2510 BANCROFT Way,
BERKELEY, CA 94704","325000","55187701300","","","Interior only renovation of apartment units: 201, 209,
211, 218, 219. MEP'S"
"B2019-04811","Building Permit","Issued","2/11/2020","Residential | Alteration | 4","2500 DURANT Ave,
BERKELEY, CA 94704","455000","55187601302","","","INTERIOR ONLY RENOVATION OF APARTMENT
UNITS 204, 208, 209, 306, 308, 407, & 408.MEP'S"
"B2019-04883","Building Permit","Issued","2/4/2020","Residential | Addition/Alteration | 4","1835 VIRGINIA St, BERKELEY, CA 94703","450000","58216602200","","","House to be raised 36"" for conversion of ground floor to habitable space. Remainder of house to be remodeled."
"B2019-04916","Building Permit","Issued","2/21/2020","Residential | Alteration | 4","1643 WALNUT St, BERKELEY,
CA 94709","276000","58217901800","DESIGN DRAW BUILD
INC","2866 Webster Street, Oakland, CA, CA94609","Construction 1 story carport/home gym (Demo of
existing structure under separate permit)"
"B2019-05005","Building Permit","Issued","2/13/2020","Residential | Alteration | 1","1250 SPRUCE St, BERKELEY,
CA 94709","8000","60246603300","","","Repair of a patio deck at main house.  Must Comply
with Fire Zone 2 Requirements."
"B2019-05027","Building Permit","Issued","2/19/2020","Residential | Alteration | 1","2118 CHANNING Way,
BERKELEY, CA 94704","17000","55189101800","R & S ERECTION OF
RICHMOND INC","PO BOX 6170, RICHMOND, CA, CA94806-
0170","Install a motorized vehicular gate and pedestrian gate."
"B2019-05124","Building Permit","Issued","2/28/2020","Commercial | Alteration | 4","1915 FOURTH St, BERKELEY,
CA 94710","125000","57210000810","LEVEL 5 INC","1210 COLEMAN AVE, SANTA CLARA, CA,
CA95050","Retail TI for Le Labo"
"B2019-05160","Building Permit","Issued","2/4/2020","Commercial | Alteration | 1","3100 SAN PABLO Ave,
BERKELEY, CA 94702","35000","52151200103","NORCAL BUILDERS INC","390 CARROL CT STE F, BRENTWOOD, CA,
CA94513-7376","Install auto door opener to 3 interior doors on the 3rd
floor and 4 doors on the 4th floor."
"B2019-05170","Building Permit","Issued","2/5/2020","Residential | Alteration | 1","1329 BERKELEY Way,
BERKELEY, CA 94702","25000","57207401600","","","Remodel kitchen, remove (e) partial wall between dining room and kitchen.  Remodel (e) bathroom, add (n) closet to bedroom 2. Replace windows and change
water heater"
"B2019-05176","Building Permit","Issued","2/19/2020","Commercial | Alteration | 1","1475 EASTSHORE Hwy,
BERKELEY, CA 94710","12500","59232200104","TEC ACCUTITE/TEC
ENVIRONMENTAL","262 MICHELLE CT, SOUTH SAN
FRANCISCO, CA, CA940806201","Replacement of waste oil above ground storage tank
(AST). Associated fire permit # F2019-00262."
"B2019-05216","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","945 EUCLID Ave, BERKELEY, CA 94708","12000","63297505100","WINFIELD CONSTRUCTION CO","1096 YERBA BUENA AVE, EMERYVILLE, CA, CA94608","Voluntary seismic retrofit, Simpson H.2.5 /UFP10 Exposed frame corners 8' struct 1 plywood. Do not qualify for Transfer Tax Rebate.  Must Comply with Fire Zone 2 Requirements.
**Rev. 1- Change to areas of insulation of UFP 10 Items 3A & 3B add to detail 5/8"" Simpson EZ Epoxy all thread min 6""embedment FSA or FJA.**"
"B2019-05220","Building Permit","Issued","2/4/2020","Residential | Alteration | 1","2719 STUART St, BERKELEY, CA 94705","6000","53169901200","","","Retrofit wall, Seismic retrofit work in accordance with chapter A3 for the earthquake brace & bolt program."
"B2019-05273","Building Permit","Finaled","2/10/2020","Residential | Alteration | 0","1624 BEVERLY Pl,
BERKELEY, CA 94707","0","61260700800","SAVE A LOT SOLAR","6114 LA SALLE AVE #760, OAKLAND, CA,
CA94611","Roof mounted PV solar system, 22 modules, 6.4kW
AC, microinverter, pitched asphalt shingles."
"B2019-05295","Building Permit","Issued","2/25/2020","Residential | Alteration | 0","678 SAN FERNANDO Ave,
BERKELEY, CA 94707","0","62289700200","SUN MARSHALL SOLAR
SERVICES","PO BOX 6453, VALLEJO, CA, CA94591-
1453","Installation of 18-panel 6.12 DC kW photovoltaic
system on east and west roof facings.  Fire zone 2"
"B2019-05332","Building Permit","Issued","2/11/2020","Residential | Alteration | 4","2729 ELMWOOD Ave,
BERKELEY, CA 94705","195290","52156704400","MUELLER NICHOLLS INC","2400 UNION ST, OAKLAND, CA, CA94607","Interior remodel @ basement, 1st and second floors. Remodel (E) kitchen, update electrical and plumbing, replace (E) HVAC, remodel (5) bathrooms. Voluntary seismic upgrade for transfer tax rebate($54,710)"
"B2019-05406","Building Permit","Issued","2/13/2020","Residential | Addition/Alteration | 3","2870 WEBSTER St,
BERKELEY, CA 94705","400000","52156406900","GUZMAN BUILDING & CONSTRUCTION INC","6015 HERZOG ST, OAKLAND, CA, CA94608-
2376","Interior remodel of 2 story house, including kitchen, bath, powder room, (n) gas fireplace in (e) wood burning, adde skylights, removal of partition walls. Addition of 146 SF Dining room in NE corner.  Addition of total 1079 SF of basement level (801 SF ADU and
278 SF unconditioned basement storage)."
"B2019-05427","Building Permit","Issued","2/3/2020","Commercial | Alteration | 1","3040 CLAREMONT Ave,
BERKELEY, CA 94705","0","52156300200","DS ELECTRIC","PO BOX 1601, TRACY, CA, CA95378-1601","Add new 400 amp main panel, add three (3) sub-
feeds/subpanels for 3040/3042/3048 Claremont"
"B2019-05462","Building Permit","Issued","2/3/2020","Commercial | Sign | 1","800 DWIGHT Way,
BERKELEY, CA 94710","15000","54177300304","YESCO SIGNS LLC","5119 S CAMERON ST, LAS VEGAS, NV,
NV89118","Install (3) illuminated wall signs for ""Bayer Healthcare"""
"B2019-05463","Building Permit","Issued","2/13/2020","Residential | Alteration | 0","1504 CARLETON St A,
BERKELEY, CA 94703","5000","54180202900","MACLEOD DESIGN &
CONSTRUCTION","1701 M L KING JR WAY, BERKELEY, CA,
CA94709","Install new exterior door & new landing & stairs at rear."
"B2019-05464","Building Permit","Issued","2/19/2020","Residential | Alteration | 1","160 SOUTHAMPTON Ave,
BERKELEY, CA 94707","75000","61259802103","KEENE BUILDERS INC","2215 5TH ST, BERKELEY, CA, CA94710-
2216","Remove existing sunroom and deck. Install new deck. Replace existing fenestrations units. Remodel Bath and add laundry, remove portion of wall between living and
dining room.  Fire zone 2"
"B2019-05532","Building Permit","Issued","2/27/2020","Commercial | Alteration | 1","800 DWIGHT Way B60, BERKELEY, CA 94710","400000","54177300304","ROSENDIN ELECTRIC INC","PO BOX 49070, SAN JOSE, CA, CA951619070","Feed new 400A Panel 'EHA' from load center B60.  Re- feed panel 'HA' from load center B60 in building B60. Intercept and re-connect trailer feeds to panel 'HA'
through Christy Box."
"B2019-05536","Building Permit","Finaled","2/4/2020","Commercial | Alteration | 1","1550 SHATTUCK Ave,
BERKELEY, CA 94709","90000","59226301001","BARNUM & CELILLO
ELECTRIC INC","135 MAIN AVE, SACRAMENTO, CA,
CA95838","Retrofit sales floor lights with new LED fixtures."
"B2019-05537","Building Permit","Finaled","2/4/2020","Commercial | Alteration | 1","1850 SOLANO Ave,
BERKELEY, CA 94710","90000","61261102801","BARNUM & CELILLO
ELECTRIC INC","135 MAIN AVE, SACRAMENTO, CA,
CA95838","Retrofit sales floor lights with new LED fixtures."
"B2019-05553","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","2565 BUENA VISTA Way, BERKELEY, CA 94708","8000","58224401200","AVILA GROUP CONSTRUCTION CO LLC","5111 TELEGRAPH AVE # 314, OAKLAND, CA, CA94609-1925","1. Replace existing patio door with new double pane, tempered glass door.
2. Replace existing door with new double pane,
tempered glass window.  Fire zone 2"
"B2019-05568","Building Permit","Issued","2/18/2020","Residential | Alteration | 4","3016 DEAKIN St, BERKELEY, CA 94705","80000","52158300800","GREEN GROUP REMODELING INC","1655 GALINDO ST APT 1120, CONCORD, CA, CA94520-2461","Convert utility room into bedroom and den with full bath in lower level. Add stairs from upper level to lower level. Remove walls between dining room and living room, remodel kitchen, relocate and remodel 2- 1/2 baths on upper level.  Reconfigure stairs on rear deck."
"B2019-05584","Building Permit","Issued","2/4/2020","Commercial | Alteration | 4","3204 COLLEGE Ave,
BERKELEY, CA 94705","92000","52140900101","D SQUARED
CONSTRUCTION","1037 SHARY CIR STE C, CONCORD, CA,
CA94518-4700","Tenant improvement for restaurant"
"B2019-05622","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1366 ADA St, BERKELEY, CA
94702","30920.00","60242305500","EF CONSTRUCTION INC","851 TRESTLE GLEN RD, OAKLAND, CA, CA94610-2317","Engineered Seismic in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies
for Transfer Tax Rebate."
"B2020-00008","Building Permit","Issued","2/10/2020","Residential | Alteration | 0","65 QUAIL Ave, BERKELEY, CA
94708","0","60248100900","","","Install 13kW GenRac generator with ATS, including gas & electric hookup, no trenching and Main Service Upgrade to 200Amp.  Must Comply with Fire Zone 2
Requirements."
"B2020-00048","Building Permit","Issued","2/3/2020","Residential | Alteration | 1","80 THE PLAZA Dr,
BERKELEY, CA 94705","50000","64424500700","DISTEFANO
CONTRACTING","242 W I ST, BENICIA, CA, CA94510","Remodel kitchen, two bathrooms, relocate laundry and
install new French doors.  Fire zone 2"
"B2020-00052","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","801 KEELER Ave, BERKELEY, CA 94708","22994.00","63296405403","","","Engineered Seismic Retrofit in accordance with CBC
Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate."
"B2020-00061","Building Permit","Issued","2/10/2020","Commercial | Alteration | 1","2910 SEVENTH St,
BERKELEY, CA 94710","60000","53164400100","","","Preparing space for future tenant improvements.
Structure will not be impacted"
"B2020-00062","Building Permit","Issued","2/25/2020","Residential | Alteration | 1","1438 BONITA Ave,
BERKELEY, CA 94709","20000","59226901300","RECONSTRUCTION
SERVICES","2322 BATES AVE STE G, CONCORD, CA,
CA94520-8564","Remove and replace (E) decks at units 12 & 14 in kind."
"B2020-00063","Building Permit","Issued","2/13/2020","Residential | Alteration | 4","40 HILLCREST Rd,
BERKELEY, CA 94705","30000","64429501200","","","New closet in existing basement storage room to be converted to 15 sq ft of conditioned space, relocate washer and dryer to storage room closet, replace water heater with new exterior tankless.  Fire zone 2"
"B2020-00086","Building Permit","Issued","2/3/2020","Residential | Alteration | 1","2105 CALIFORNIA St,
BERKELEY, CA 94703","5000","56200502800","AXIS CONSTRUCTION","2544 BARRINGTON CT, HAYWARD, CA,
CA94545","Repairs to storage roof waterproofing per drawing detail."
"B2020-00106","Building Permit","Issued","2/28/2020","Commercial | Alteration | 4","2087 ADDISON St,
BERKELEY, CA 94704","85000","57202500600","","","Replace Sheetrock  to 3 feet above finnish floor, paint.
Flooring. Work in basement"
"B2020-00139","Building Permit","Issued","2/24/2020","Commercial | Alteration | 1","901 GILMAN St, BERKELEY,
CA 94710","54907","60235700100","CUSTOM COOLING","5063 COMMERCIAL CIR STE 1, CONCORD,
CA, CA94520-8576","Installation of new HVAC"
"B2020-00164","Building Permit","Issued","2/6/2020","Residential | Alteration | 1","2312 BROWNING St,
BERKELEY, CA 94702","35000","56192500700","SMP CONSTRUCTION AND MAINTENANCE DBA FOUNDATION REPAIR OF
CA","1813 RUTAN DR, LIVERMORE, CA, CA94551-7639","Voluntary foundation underpinning"
"B2020-00166","Building Permit","Finaled","2/18/2020","Residential | Alteration | 1","3144 COLLEGE Ave,
BERKELEY, CA 94705","10000","52141003600","","","Repair porch foundation piers/install new piers"
"B2020-00218","Building Permit","Issued","2/19/2020","Residential | Alteration | 1","1333 GRANT St, BERKELEY, CA 94703","26000","60244503000","","","Construction of two (2) low decks and walkways under 30"" from grade, attached to a single family house."
"B2020-00232","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1127 WARD St, BERKELEY, CA 94702","8500","54174301300","KAHVE INTERATIONAL
DBA NUVATION DESIGN BUILDERS","2106 ASHBY AVE, BERKELEY, CA, CA94705-1803","Engineered Seismic retrofit work in accordance with Chapter A3 for the Earthquake Brace + Bolt program."
"B2020-00278","Building Permit","Issued","2/21/2020","Mixed Use | Alteration | 1","2129 SHATTUCK Ave,
BERKELEY, CA 94704","0","57203200503","","","Install 12.045 KW PV solar panels (33 modules) on the
roof."
"B2020-00279","Building Permit","Issued","2/4/2020","Residential | Alteration | 0","1491 GREENWOOD Ter,
BERKELEY, CA 94708","0","58224300600","","","Install 6.51 KW PV solar panels (21 modules) on the
roof. Fire Zone 2 Property."
"B2020-00296","Building Permit","Issued","2/27/2020","Residential | Alteration | 0","1049 SPRUCE St, BERKELEY,
CA 94707","7685.00","61255501300","RESTORATION
BUILDERS","2251 CLAREMONT CT, HAYWARD, CA,
CA94545-5001","Remove & replace four (4) windows, same sizes &
locations. Fire Zone 2 Property."
"B2020-00297","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","2221 BROWNING St,
BERKELEY, CA 94702","7225.00","56198802800","EF CONSTRUCTION INC","851 TRESTLE GLEN RD, OAKLAND, CA, CA94610-2317","Plan Set A - Seismic in accordance with CBC Chapter
A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate."
"B2020-00299","Building Permit","Issued","2/18/2020","Residential | Alteration | 1","2408 CALIFORNIA St,
BERKELEY, CA 94703","28800","55191304000","CONSTRUCTION REMEDY","2634 LASSEN WAY, PINOLE, CA, CA94564-
1137","Interior remodel to kitchen, bathroom, master bedroom and laundry.  Install tankless water heater, replace six
windows."
"B2020-00303","Building Permit","Finaled","2/4/2020","Residential | Alteration | 0","1632 PARKER St, BERKELEY,
CA 94703","0","54180402500","WINFIELD
CONSTRUCTION CO","1096 YERBA BUENA AVE, EMERYVILLE,
CA, CA94608","Install sump pump and vapor barrier in basement
crawlspace"
"B2020-00323","Building Permit","Issued","2/21/2020","Residential | Alteration | 1","6 HAZEL Rd, BERKELEY, CA
94705","25000","64423802300","","","Residential remodel of (E) kitchen, reduce size of (E) window, remove wall between kitchen and dining room."
"B2020-00326","Building Permit","Finaled","2/5/2020","Commercial | Alteration | 1","1401 UNIVERSITY Ave,
BERKELEY, CA 94702","0","57207200800","ROBERTS ELECTRIC CO INC","2408 WEBSTER ST, OAKLAND, CA, CA94612","Disconnection and removal of old halogen lights and
replace with new more efficient led fixtures in parking lot."
"B2020-00328","Building Permit","Finaled","2/5/2020","Residential | Alteration | 0","1808 MONTEREY Ave,
BERKELEY, CA 94707","0","61260900300","YOUR ENERGY
SOLUTIONS","6979 SIERRA CT, DUBLIN, CA, CA94568-
2641","Install 3.70 KW PV solar panels (10 modules) on the
roof."
"B2020-00329","Building Permit","Finaled","2/4/2020","Residential | Alteration | 0","1450 CALIFORNIA St,
BERKELEY, CA 94703","0","59228400900","A 1 SUN INC","2015 YOLO AVE, BERKELEY, CA, CA94707-
2615","Install 2.96 KW PV solar panels (8 modules) on the
roof."
"B2020-00335","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","2437 PIEDMONT Ave,
BERKELEY, CA 94704","0","55186601003","","","Replace water line in garage area, Add drainage line from building exterior planter at north and south property line to run underside and drain at curb, and replace sidewalk squares at area.  Must Comply with
Fire Zone 2 Requirements."
"B2020-00336","Building Permit","Finaled","2/3/2020","Residential | Alteration | 0","2526 ELLSWORTH St 2,
BERKELEY, CA 94704","0","55183000400","","","Installation of water heater per Housing Report H2019-
00929 item 11"
"B2020-00349","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1641 EIGHTH St, BERKELEY,
CA 94710","0","58212402300","SOLAR DOCTORS LLC","3233 GRACE DR, DIAMOND SPGS, CA,
CA95619-9525","Install 3.72 KW PV solar panels on the roof."
"B2020-00356","Building Permit","Issued","2/6/2020","Residential | Alteration | 0","1834 BERRYMAN St,
BERKELEY, CA 94703","10000.00","60244700300","GOLDEN WEST RENOVATIONS","4582 E 2ND ST # M, BENICIA, CA, CA94510","Remove & replace seventeen (17) windows, same sizes & locations. Remove existing roof to decking, install 16 SqFt of 50 yr asphalt shingles with new gutters &
sheathing as required."
"B2020-00358","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","1130 SHATTUCK Ave,
BERKELEY, CA 94707","0","61256000900","EVCHARGE4U INC","1805 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94709","Install EV charging station on exterior (in driveway) with
dedicated 240V-40AMP circuit."
"B2020-00359","Building Permit","Finaled","2/7/2020","Residential | Alteration | 0","721 PERALTA Ave,
BERKELEY, CA 94707","0","62287602100","EVCHARGE4U INC","1805 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94709","Install EV charging station on exterior (in driveway) with
a dedicated 240V, 40AMP circuit."
"B2020-00360","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","1000 EUCLID Ave,
BERKELEY, CA 94708","0","63297203500","EVCHARGE4U INC","1805 MARTIN LUTHER KING JR WAY, BERKELEY, CA, CA94709","Install EV Charging station on exterior (in driveway) with 240V, 30 AMP dedicated circuit. Fire Zone 2 Property."
"B2020-00361","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","621 VISTAMONT Ave,
BERKELEY, CA 94708","0","63311010400","EVCHARGE4U INC","1805 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94709","Install EV charging station in garage with 240V, 30AMP
dedicated circuit. Fire Zone 2 Property."
"B2020-00363","Building Permit","Issued","2/13/2020","Commercial | Alteration | 1","1336 NINTH St, BERKELEY, CA 94710","0","60235102100","SESCO ELECTRICAL INC","1569 SOLANO AVE # 151, BERKELEY, CA, CA94707-2116","Electrical Upgrade - Upper Floor - 4 new 20amp circuits, 5 new outlets (Install 2 floor receptacles and two wall mounted receptacles in the mezzanine. Install 1 wall mounted receptacle below the mezzanine.)"
"B2020-00365","Building Permit","Issued","2/7/2020","Residential | Alteration | 0","1562 SAN LORENZO Ave,
BERKELEY, CA 94707","0","62287000200","EVCHARGE4U INC","1805 MARTIN LUTHER KING JR WAY,
BERKELEY, CA, CA94709","Install Nema 14-50 EV Charging station with a
dedicated 240V, 40 AMP circuit."
"B2020-00366","Building Permit","Issued","2/24/2020","Residential | Alteration | 0","5 ACACIA Ave, BERKELEY,
CA 94708","0","63295302500","SOLAR 4 AMERICA","39300 CIVIC CENTER DR STE 300,
FREMONT, CA, CA94538-2337","Install 3.84 KW PV solar panels (12 modules) on the
roof. Fire Zone 2 Property."
"B2020-00372","Building Permit","Issued","2/21/2020","Residential | Alteration | 0","623 SAN FERNANDO Ave, BERKELEY, CA 94707","18500.00","62292102200","","","Interior kitchen remodel. Replace range hood & cabinets. Install dishwasher, upgrade lighting, receptacles & main service panel to 200 AMPs. Fire
Zone 2 Property."
"B2020-00378","Building Permit","Issued","2/27/2020","Commercial | Alteration | 1","2929 SEVENTH St,
BERKELEY, CA 94710","10000","53164300102","THOMAS SWAN SIGN CO
INC","2717 GOODRICK AVE, RICHMOND, CA,
CA94801","Installation of one (1) non-illuminated monument sign"
"B2020-00382","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1322 CURTIS St, BERKELEY, CA 94702","20000.00","60239200500","","","Remove & replace seven (7) windows, same sizes & locations. Replace lighting & electrical, add 1/2 bath."
"B2020-00388","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","2333 SIXTH St, BERKELEY,
CA 94710","0","56194101700","","","Installation of Tesla Battery Storage system 135 KWH/
5.0 KW"
"B2020-00395","Building Permit","Finaled","2/3/2020","Residential | Alteration | 0","1731 PORTLAND Ave,
BERKELEY, CA 94707","10000","62287800301","REDWOOD ROOFING CO","130 STAPLES AVE, SAN FRANCISCO, CA,
CA94112-1835","Reroof-Remove tar and gravel and apply timberline
reflector compliant with CA"
"B2020-00396","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","2304 SPAULDING Ave,
BERKELEY, CA 94703","7285","55191403300","SPACE COATINGS INC DBA BERKELEY
STRUCTURES","709 MADISON ST, ALBANY, CA, CA94706-
1120","Seismic retrofit in accordance with CEBC Chapter A using plan set A."
"B2020-00398","Building Permit","Issued","2/18/2020","Residential | Alteration | 1","1635 SCENIC Ave 3,
BERKELEY, CA 94709","13000","58219503200","3D REMODELING INC","111 LINDBERGH AVE SUITE D, LIVERMORE, CA, CA94551","KITCHEN REMODEL IN APT 3:  R&R ALL APPLIANCES IN SAME LOCATI ON;  (QTY 3) 120V CIRCUITS, (QTY 8) TAMPER PROOF RECEPTACLES, (QTY 3) AFCI/GFCI OUTLETS,NO NEW LIGHTS; PLUMBING: SINK, DISHWASHER, FRIDGE W/ ICE MAKER, ADD 1/2"" MATCHING PIPE STUB OUTS UNDER SINK, MOVE EXISTING GAS LINE;  BUILDING: CABINETS, COUNTERTOPS, DRYWALL MECHANICAL/APPLIANCES: RANGE, MW HOOD W/
DUCTING.  Must Comply with Fire Zone 2 Requirements."
"B2020-00399","Building Permit","Issued","2/3/2020","Residential | Alteration | 1","1007 CRAGMONT Ave,
BERKELEY, CA 94708","0","63297205100","RIKETY VENTURES LLC","5729 SONOMA DR STE G, PLEASANTON, CA, CA94566-7782","Install one (1) 13.5 KW Tesla Powerwall Energy Storage
System (to home with existing PV Solar). Fire Zone 2 Property."
"B2020-00403","Building Permit","Finaled","2/3/2020","Residential | Alteration | 0","1910 SAN ANTONIO Ave,
BERKELEY, CA 94707","9883","62291605205","BLACK DIAMOND
ROOFING INC","837 ARNOLD DR. BAY 10, MARTINEZ, CA,
CA94553","Re-roof: Tear off install new felt and new comp
shingles(17sq). Duration Cool-Mountainside."
"B2020-00404","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1681 PORTLAND Ave,
BERKELEY, CA 94707","0","62287700500","","","Repipe (water) watermain"
"B2020-00405","Building Permit","Finaled","2/3/2020","Residential | Alteration | 0","33 FOREST Ln, BERKELEY,
CA 94708","0","63296304200","BOYES ELECTRIC","2617 OLD DEL MONTE ST, STOCKTON, CA,
CA95206","Whole house re-wire fishing thru walls, basement and
attic"
"B2020-00406","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1354 VIRGINIA St, BERKELEY,
CA 94702","27000","58214000700","AMERICAN HOME
RENEWAL INC","","Overlay 1400 SF of siding to all walls. No tear off."
"B2020-00407","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1415 HARMON St,
BERKELEY, CA 94702","14000","52153700900","AMERICAN HOME
RENEWAL INC","","Overlay 450 SF of siding, third story only. No tear off."
"B2020-00409","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","1951 CHESTNUT St,
BERKELEY, CA 94702","7000.00","57208102100","JH MEJIA CONSTRUCTION AND
REMODEL","3848B INTERNATIONAL BLVD, OAKLAND, CA, CA94601-4010","Replace three (3) windows in unit 201 and three (3) windows in unit 202"
"B2020-00410","Building Permit","Finaled","2/7/2020","Residential | Alteration | 0","83 SAN MATEO Rd, BERKELEY, CA 94707","0","61257800800","EVCHARGE4U INC","1805 MARTIN LUTHER KING JR WAY, BERKELEY, CA, CA94709","Install NEMA EV Charging receptacle on the detached garage with a 240V, 40 AMP dedicated circuit."
"B2020-00412","Building Permit","Finaled","2/3/2020","Residential | Alteration | 0","1137 HEARST Ave C,
BERKELEY, CA 94702","0","57208601701","ABANTE ROOTER AND
PLUMBING INC","4 ADMIRAL DR 339, OAKLAND, CA,
CA94608","Redirect drain line for water heater"
"B2020-00413","Building Permit","Finaled","2/3/2020","Residential | Alteration | 0","1336 OXFORD St, BERKELEY, CA 94709","12000","60246608100","JESUS LARA & SON'S ROOFING INC","128 OAKES BLVD, SAN LEANDRO, CA, CA94577-2827","17 squares - Tear off all the way to the wood and install tiger paw underlayment and 30 year shingles - Property
in Fire Zone 2"
"B2020-00414","Building Permit","Issued","2/3/2020","Residential | Alteration | 0","2821 SHASTA Rd, BERKELEY,
CA 94708","0","63298503801","MARCO POLO PLUMBING","300 FAXON AVE, SAN FRANCISCO, CA,
CA94112-2216","install 3/4"" gas line ONLY for fire place from the existing
line 1"" at the gas meter"
"B2020-00418","Building Permit","Issued","2/5/2020","Residential | Alteration | 0","2824 WALLACE St,
BERKELEY, CA 94702","13715.00","53166200900","LOVETT & LOVETT
ROOFING INC","2525 E 10TH ST, OAKLAND, CA, CA94601-
1414","Tear off 1 layer.  Modified Bitumam"
"B2020-00419","Building Permit","Issued","2/4/2020","Residential | Alteration | 0","1121 ADDISON St,
BERKELEY, CA 94702","0","56197901000","CALSUN ENERGY INC","1523 21ST AVE, SAN FRANCISCO, CA,
CA94122-3331","Rewire via fishing method for unit 2 and 4"
"B2020-00422","Building Permit","Issued","2/4/2020","Residential | Alteration | 0","1430 ACTON Cres,
BERKELEY, CA 94702","0","56199704400","THE PLUMBING MINISTRY","7901 OAKPORT AVE, OAKLAND, CA, CA94621","Water service connect new tubing to meter at the curb and riser at foundation. test for leaks, install shut-off
valve."
"B2020-00424","Building Permit","Issued","2/4/2020","Residential | Alteration | 0","1914 HASTE St, BERKELEY,
CA 94704","0","55189802200","Z M ELECTRIC","30 RICHIE DR, PLEASANT HILL, CA,
CA94523","200 AMP  (5) meter panel upgrade."
