Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2020-00116,Building Permit,Issued,9/10/2020,Residential | Alteration | 4,"2923 FULTON St,
BERKELEY, CA 94705",45000,"052
158101800",SABLOSKY CONSTRUCTION,"2354 47TH AVE, SAN FRANCISCO, CA, CA94116-2053","Repair existing rear accessory building. Front wall of the structure is replaced, with new windows and doors.  New slope roof to replace low flat roof.
Existing powder room to be removed.  Install gas water heater to conditioned space."
B2020-00153,Building Permit,Issued,9/17/2020,Commercial | Alteration | 6,"0 WEST St, BERKELEY, CA
94702",416984,"056
199000700",E R A CONSTRUCTION INC,"1220 MARIN AVENUE, SAN PABLO, CA, CA94806",Demolition of existing playgrounds and replacement with new. Includes concrete and asphalt sidewalks/path for ADA improvements. Restrooms under separate permit B2020-00152.
B2020-00181 ,Building Permit ,Issued ,9/16/2020,Commercial | Alteration | 1 ,"2181 SHATTUCK Ave,
BERKELEY, CA 94704 ",95000,"057
203100700 ",M F SANCHEZ CONSTRUCTION & PAINTING,"2440 HIGHGATE DR, RICHMOND, CA, CA94806-5256 ",Fire damage repair. 
B2020-00258,Building Permit,Issued,9/9/2020,"Residential | Addition/Alteration
| 4","1227 NEILSON St,
BERKELEY, CA 94706",50000,"060
241501700",T JAMES CONSTRUCTION,"3527 MT DIABLO BLVD, LAFAYETTE, CA, CA94549","This submittal proposes conversion of an existing 336 Sq Ft detached garage  into a 439 Sq Ft, one bedroom ADU.
**Add Electrical, Mechanical & Plumbing."
B2020-00346,Building Permit,Issued,9/1/2020,"Residential | Addition/Alteration
| 4","3015 DOHR St, BERKELEY, CA 94702",120000,"053
161503100",VELAZQUEZ CONSTRUCTION,"650 GILMAN AVE, SAN FRANCISCO, CA, CA94124-3734","Residential 2nd story addition of (422 SF) to rear of
(E) house, remodel kitchen and family room, and new skylights."
B2020-00446,Building Permit,Issued,9/10/2020,"Residential | Addition/Alteration
| 4","1248 HASKELL St,
BERKELEY, CA 94702",140000,"052
151504600",MIRCEA ILIE CONSTRUCTION INC,"921 JEFFREY LN, WALNUT CREEK, CA, CA94598-2814","Covert existing 820Sf basement to an ADU, new foundation, reinforce basement framing and support"
B2020-00475,Building Permit,Issued,9/1/2020,Residential | New | 1,"2748 CALIFORNIA St,
BERKELEY, CA 94703",50000,"054
173300700",,,Construct new 338 sq. ft. Accessory Dwelling Unit in the rear of the property.
B2020-00635,Building Permit,Issued,9/10/2020,Residential | Alteration | 4,"2335 WARRING St,
BERKELEY, CA 94704",125000,"055
186300901",BAYAT CONSTRUCTION,"14789 VAN AVE, SAN LEANDRO, CA, CA94578-1360",Interior conversion of existing garage and basement to 975SF ADU with four (4) bedrooms one (1) bathroom.  Property in Fire Zone 2.
B2020-00638,Building Permit,Issued,9/3/2020,Residential | Demolition | 1,"2120 SPAULDING Ave,
BERKELEY, CA 94703",15000,"056
200000800",,,Demo detached garage at rear of property.
B2020-00679,Building Permit,Finaled,9/1/2020,Residential | Alteration | 1,"1272 FRANCISCO St,
BERKELEY, CA 94702",50000,"058
213500500",,,"Expand powder room to full bathroom, replace floor in € study room, replace water heater with tankless water heater, furnace; Garage remodel: gypsum board in walls, & ceiling, door, lightings, replace and add new windows and relocate laundry appliances."
B2020-00686,Building Permit,Issued,9/17/2020,"Residential | Addition/Alteration
| 4","75 SOUTHAMPTON Ave,
BERKELEY, CA 94707",110000,"061
259804002",,,"Remodel kitchen and bathrooms, replace foundation and add to 1st floor to create master bedroom and bath.  Fire zone 2"
B2020-00688,Building Permit,Finaled,9/21/2020,Residential | Alteration | 1,"1712 MARIN Ave,
BERKELEY, CA 94707",2999,"061
261502300",,,Convert existing 300 SqFt bedroom to JADU on the lower level.
B2020-00742,Building Permit,Issued,9/14/2020,Residential | Alteration | 1,"2522 WARRING St,
BERKELEY, CA 94704",25000,"055
185100700",,,"Demo Deck #2 174sqft & rebuild; Demo deck #3
122.4 sqft and rebuild; same configuration."
B2020-00806,Building Permit,Issued,9/29/2020,Residential | Alteration | 1,"2520 COLLEGE Ave 116,
BERKELEY, CA 94704",65000,"055
184600901",HALYARD INC,"49 POWELL ST, SAN FRANCISCO, CA, CA94102-2849","Interior kitchen & bath remodel. Relocate kitchen, replace cabinets, dishwasher, washer/ventless dryer, plumbing & electrical."
B2020-00870,Building Permit,Finaled,9/22/2020,Residential | Alteration | 0,"1927 STUART St 5,
BERKELEY, CA 94703",15000,"054
172500900",,,Add window in bathroom.  Note: Unit 5 is a two story unit at front of building.
B2020-01039,Building Permit,Issued,9/8/2020,Residential | New | 4,"1516 CARLETON St,
BERKELEY, CA 94703",312000,"054
180202000",E R A CONSTRUCTION INC,"1220 MARIN AVENUE, SAN PABLO, CA, CA94806",New 2032 SF home (Unit A)
B2020-01040,Building Permit,Issued,9/22/2020,Residential | New | 4,"1516 CARLETON St,
BERKELEY, CA 94703",312000,"054
180202000",E R A CONSTRUCTION INC,"1220 MARIN AVENUE, SAN PABLO, CA, CA94806",New 2050 SF house (Unit B)
B2020-01041,Building Permit,Issued,9/22/2020,Residential | New | 4,"1516 CARLETON St,
BERKELEY, CA 94703",312000,"054
180202000",E R A CONSTRUCTION INC,"1220 MARIN AVENUE, SAN PABLO, CA, CA94806",New 2113 Sf House (Unit C)
B2020-01052,Building Permit,Issued,9/2/2020,"Residential | Addition/Alteration
| 4","2417 WOOLSEY St,
BERKELEY, CA 94705",32525,"052
155901200",,,Covert existing accessory garage to Accessory Dwelling Unit
B2020-01062,Building Permit,Finaled,9/18/2020,Residential | Alteration | 1,"3111 COLLEGE Ave COM, BERKELEY, CA 94705",37625,"052
156322500",EF CONSTRUCTION INC,"851 TRESTLE GLEN RD, OAKLAND, CA, CA94610-2317",Engineered Seismic Retrofit. For Transfer Tax Rebate.
B2020-01082,Building Permit,Issued,9/4/2020,Residential | Alteration | 1,"1771 HIGHLAND Pl,
BERKELEY, CA 94709",120000,"058
220300401",BRIGHTER BAY BUILDERS INC,"374 89TH ST APT 11, DALY CITY, CA, CA94015-1805",Relocate kitchen and remodel 2 baths in unit 102. Remodel kitchen and bath in unit 104.  Add laundry to both units.  Property in Fire Zone 2.
B2020-01089,Building Permit,Finaled,9/2/2020,Residential | Alteration | 1,"1348 EUCLID Ave,
BERKELEY, CA 94708",7500,"059
224901001",OREN LEIMAN,"1348 EUCLID AVE, BERKELEY, CA, CA94708-1903",Electrical work associated with a hot tub installation.
B2020-01180,Building Permit,Finaled,9/10/2020,Commercial | Alteration | 4,"1038 ASHBY Ave,
BERKELEY, CA 94710",117914,"053
163300103",HOLLAND & HARLEY CONSTRUCTION,"702 F HARRISON ST., BERKELEY, CA, CA94710","Add accessible restrooms, break room and office in
(E) industrial."
B2020-01265,Building Permit,Issued,9/3/2020,Residential | Alteration | 1,"1484 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",76750,"060
249002800",LUCA'S BUILDING,"818 PORTOLA DR, SAN LEANDRO, CA, CA94578-4051","Convert 376 SF crawlspace to a one (1) bedroom, one (1) bath. Add hot tub to lower level deck.  Fire zone 2"
B2020-01267,Building Permit,Issued,9/28/2020,Mixed Use | Alteration | 1,"2500 DURANT Ave,
BERKELEY, CA 94704",65000,"055
187601302",TOTAL WORKS CORP,"130 DOOLITTLE DR STE 15, SAN LEANDRO, CA, CA94577-1033","Interior renovation of Unit #302 (third floor). Relocate interior partition wall & relocate kitchen. Install new kitchen cabinets, plumbing fixtures, dishwasher, washer/dryer, new lighting & relocate electrical panel. Remodel bathroom."
B2020-01300,Building Permit,Issued,9/17/2020,Residential | New | 4,"1403 PARKER St,
BERKELEY, CA 94702",65000,"054
179501500",TRAINOR COMMERCIAL CONSTRUCTION INC,"1925 FRANCISCO BLVD E STE 21, SAN RAFAEL, CA, CA94901-5552",New ADU in backyard of existing residence.
B2020-01376,Building Permit,Issued,9/30/2020,"Residential | Addition/Alteration
| 4","1821 WOOLSEY St,
BERKELEY, CA 94703",200000,"052
155001300",,,"Remodel (E) 1211 SF single family residence new kitchen bathroom, windows, upgrade electrical and plumbing, front and rear stair, attic addition of 393 SF to upper level and 1000 SF lower level ADU."
B2020-01460,Building Permit,Finaled,9/18/2020,Commercial | Alteration | 1,"920 HEINZ Ave, BERKELEY, CA 94710",0,"053
165100101",EUC CONSTRUCTION,"474 OGLE ST, COSTA MESA, CA, CA92627-3244",Replacement of four non-functional electric vehicle charging stations with new charging units and auxiliary components. No changes to vehicle spaces or charging unit locations.
B2020-01460,Building Permit,Finaled,9/18/2020,Commercial | Alteration | 1,"920 HEINZ Ave, BERKELEY, CA 94710",0,"053
165100101",ALAMO LIGHTING DBA PACIFIC POW,"3240 MONUMENT WAY STE A, CONCORD, CA, CA94518",Replacement of four non-functional electric vehicle charging stations with new charging units and auxiliary components. No changes to vehicle spaces or charging unit locations.
B2020-01508,Building Permit,Issued,9/28/2020,Commercial | Alteration | 1,"2067 UNIVERSITY Ave,
BERKELEY, CA 94704",0,"057
205300500",,,52 kWth closed loop solar domestic hot water system with (20) rooftop collectors and (1) 1380 gallon storage tank
B2020-01536,Building Permit,Issued,9/24/2020,"Residential | Addition/Alteration
| 1","1516 WARD St, BERKELEY, CA 94703",20000,"054
173304100",,,"Legalize an unpermitted ADU, modify (E) roof, add new foundation throughtout (E) structure, add new 66 SF addition."
B2020-01537,Building Permit,Finaled,9/21/2020,Residential | Alteration | 0,"2136 JEFFERSON Ave,
BERKELEY, CA 94703",20000,"056
200506400","PALAZZO KITCHENS AND BATHS, INC.","1256 DIAMOND WAY, CONCORD, CA, CA94520-5226","Bath remodel, like for like."
B2020-01545,Building Permit,Issued,9/2/2020,"Residential | Addition/Alteration
| 4","2715 BELROSE Ave,
BERKELEY, CA 94705",200000,"054
170207600",ARBUTUS CONSTRUCTION INC,"14444 WICKS BLVD, SAN LEANDRO, CA, CA94577-6712","2 story Addition and basement @ rear of building of family room, bedroom and storage/gym and new front steps and patio.  Fire zone 2. Submit revisions for permit B2019-04162. Coordinate permit B2019- 04162 with this permit to avoid confusion."
B2020-01589,Building Permit,Issued,9/24/2020,Residential | Alteration | 1,"2520 COLLEGE Ave 216,
BERKELEY, CA 94704",65000,"055
184600901",U S CONSTRUCTION - CALIFORNIA INC,"1676 4TH ST, CLOVIS, CA, CA93611-
1432","Interior remodel of kitchen and bath. New cabinets, appliances, plumbing & electrical."
B2020-01595,Building Permit,Issued,9/9/2020,Residential | Alteration | 1,"3411 ADELINE St,
BERKELEY, CA 94703",185110.42,"052
143400300",CITY CONSTRUCTION GROUP,"147 WISTERIA DR, CALISTOGA, CA, CA94515-9781","Remodeling of existing 4-unit building, relocation of kitchens, remodeling of 4 existing and installation of 5 new bathrooms and creating 4 bedrooms."
B2020-01681,Building Permit,Finaled,9/9/2020,Residential | Alteration | 1,"2410 WARRING St,
BERKELEY, CA 94704",0,"055
186600104",OCCIDENTAL POWER SOLAR & COGEN,"5982 MISSION ST, SAN FRANCISCO, CA, CA94116","Install Rooftop Solar Thermal Heating System with 6 Solar Collectors and 3
Storage Tanks"
B2020-01713 ,Building Permit ,Issued ,9/30/2020,Residential | Alteration | 4 ,"1879 CATALINA Ave, BERKELEY, CA 94707",150000,062 288800800, , ,Repair badly damaged portion of foundation and front steps; no increase to building size or conditioned space. Located within 6ft from a creek. Property in Fire Zone 2.
B2020-01715,Building Permit,Issued,9/4/2020,Residential | Alteration | 1,"933 UNIVERSITY Ave,
BERKELEY, CA 94710",100000,"057
209201000",ANSTIRMAN CONSTRUCTION,"2356 SCENIC AVE, MARTINEZ, CA, CA94553-1953",Kitchen and bath remodel
B2020-01716,Building Permit,Issued,9/4/2020,Residential | Alteration | 1,"937 UNIVERSITY Ave,
BERKELEY, CA 94710",100000,"057
209201000",ANSTIRMAN CONSTRUCTION,"2356 SCENIC AVE, MARTINEZ, CA, CA94553-1953",Kitchen and bath remodel.
B2020-01717,Building Permit,Issued,9/4/2020,Residential | Alteration | 1,"939 UNIVERSITY Ave,
BERKELEY, CA 94710",75000,"057
209201000",ANSTIRMAN CONSTRUCTION,"2356 SCENIC AVE, MARTINEZ, CA, CA94553-1953",Kitchen and bath remodel.  Replace windows same size and location
B2020-01738,Building Permit,Finaled,9/17/2020,Residential | Alteration | 1,"1430 LINCOLN St,
BERKELEY, CA 94702",16500,"058
214504900",COAST CONSTRUCTION,"718 KENNEDY ST, OAKLAND, CA, CA94606-5328",Repair structural wall framing as per plans. Repair exterior and interior surfaces
B2020-01742,Building Permit,Finaled,9/3/2020,Residential | Alteration | 0,"2310 WEST St, BERKELEY, CA 94702",9170,"056
192200500",ADVANCED BUILDING SERVICES INC,"P.O. BOX 11144, PIEDMONT, CA, CA946110144",Engineered Seismic Retrofit in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate.
B2020-01750,Building Permit,Issued,9/21/2020,Residential | Alteration | 4,"1049 SPRUCE St,
BERKELEY, CA 94707",50000,"061
255501300",WILDWOOD LANDSCAPES INC,"557 RINCON RD, EL SOBRANTE, CA, CA94803-1630","Replace and expand existing deck and entry deck stairs. Replacing existing entry steps and retaining wall with concrete, to include trash can storage area along sidewalk.  Property in Fire Zone 2."
B2020-01774,Building Permit,Issued,9/23/2020,"Residential | Addition/Alteration
| 4","2949 SHASTA Rd,
BERKELEY, CA 94708",380000,"063
298302500",BIG DOG CONSTRUCTION,"PO BOX 9086, BERKELEY, CA, CA94709-0086",Addition at rear to expand master bedroom and dining.  Create new ADU and home office at ground floor.
B2020-01777,Building Permit,Issued,9/9/2020,Residential | Alteration | 1,"2016 PARKER St,
BERKELEY, CA 94704",55000,"055
182001900",,,"Remodel of two upper units, two laundry room additions, two baseboard heaters, water heater and upgrade of main panel in building"
B2020-01791,Building Permit,Issued,9/3/2020,"Residential | Addition/Alteration
| 4","1476 KEONCREST Dr,
BERKELEY, CA 94702",200000,"059
228613500",MADRONE BUILDERS,"1191 SOLANO AVE # 6939, ALBANY, CA, CA94706-5057","Convert existing 3rd bedroom back to garage.  Add new internal stair to new 990sf 2nd floor addition of 3 bedrooms, 2 bathrooms."
B2020-01852,Building Permit,Issued,9/9/2020,Residential | Alteration | 1,"75 WHITAKER Ave,
BERKELEY, CA 94708",31000,"063
297803800",DECKS BY WOODMASTERS,"481 WILSON AVE, NOVATO, CA, CA94947-4239",Remove and replace existing deck at main house. Property in Fire Zone 2.
B2020-01864,Building Permit,Issued,9/23/2020,Residential | New | 4,"2236 EIGHTH St,
BERKELEY, CA 94710",85000,"056
196901600",A M S CONSTRUCTION,"2883 SUPERIOR DR, LIVERMORE, CA, CA94550-6617",Constructionof 416sf ADU in backyard. New 225 AMP main service panel upgrade (125 AMPs for the main house & 100 AMPs for the ADU.)
B2020-01880,Building Permit,Issued,9/14/2020,Residential | Alteration | 0,"1227 THE ALAMEDA,
BERKELEY, CA 94709",7000,"060
244902500",TESLA ENERGY OPERATIONS,"901 PAGE AVE, FREMONT, CA, CA94538-7341",Remove existing roof. Install solar roof with 2.28 KW solar roof.
B2020-01885,Building Permit,Issued,9/16/2020,Residential | New | 4,"1031 CHANNING Way,
BERKELEY, CA 94710",80000,"056
193302100",DWIGHT BUILDERS,"38 GLEN AVENUE, OAKLAND, CA, CA94611","Construct New Attached Accessory Dwelling Unit (274SF) at Back Side of Existing SF Residence, Including New Bathroom.  See Associated Permit for Additional Information Regarding Kitchen Remodel (B2020-01889)."
B2020-01889,Building Permit,Issued,9/25/2020,Residential | Alteration | 4,"1031 CHANNING Way,
BERKELEY, CA 94710",5000,"056
193302100",DWIGHT BUILDERS,"38 GLEN AVENUE, OAKLAND, CA, CA94611","Remodel of Existing Kitchen, Including Modification to Existing Building Envelope at Northwest Corner. See Associate Permit Outlining Attached ADU Scope (B2020-01885)."
B2020-01906,Building Permit,Issued,9/9/2020,Residential | Demolition | 1,"1595 HOLLY St, BERKELEY, CA 94703",2500,"059
228403700",T JAMES CONSTRUCTION,"3527 MT DIABLO BLVD, LAFAYETTE, CA, CA94549",Demo (E) garage for new ADU. (See Permit #P2020-01129 for PSL permit.)
B2020-01919 ,Building Permit ,Issued ,9/2/2020,Residential | Alteration | 4 ,"660 SPRUCE St,
BERKELEY, CA 94707 ",450000,"062
291402900 ",MUELLER NICHOLLS INC ,"2400 UNION ST, OAKLAND, CA, CA94607 ",Excavate at basement level to create new habitable space with new bathroom.  Reconfigure stair from main level to lower level. Move kitchen to rear of house and add new deck with hot tub. Add new balcony off master bedroom at upper level.  Fire zone 2
B2020-01921,Building Permit,Finaled,9/4/2020,Residential | Alteration | 1,"2500 DURANT Ave,
BERKELEY, CA 94704",20000,"055
187601302",VELEX INC,"2595 DALLAS PKWY STE 300, FRISCO, TX, TX75034-8530","T-Mobile Cell Site: Remove & replace (6) existing antennas with (6) new antennas in the same location painted to match. Remove & replace (3) existing RRUS. Install (3)
new RRUS behind parapet."
B2020-01995,Building Permit,Issued,9/22/2020,Residential | Alteration | 1,"1302 CARRISON St,
BERKELEY, CA 94702",124500,"053
162502000",MORGAN PROPERTIES INC,"150 GATE 5 RD, SAUSALITO, CA, CA94965-1486","BATHROOM AND KITCHEN REMODEL, ADD NEW BATHROOM AND CLOSET IN MASTER BEDROOM. REMOVE 2 WALLS NY KITCHEN AND LIVING ROOM AND BUILD NEW DECK IN BACK OF HOME"
B2020-02015,Building Permit,Finaled,9/10/2020,Residential | Alteration | 1,"1933 EL DORADO Ave, BERKELEY, CA 94707",17000,"061
257300700",JZ CONSTRUCTION,"490 LAKE PARK AVE # 10575, OAKLAND, CA, CA94610-8020","Remove existing landing, stairs, and small window in the rear. Add a new deck 16'x40' total 611 sq.ft. with new landing and stairs.  Property in Fire Zone 2."
B2020-02019,Building Permit,Finaled,9/3/2020,Residential | Alteration | 1,"1460 BANCROFT Way,
BERKELEY, CA 94702",14390,"056
191500500",OMEGA TERMITE CONTROL,"807 75TH AVE, OAKLAND, CA, CA94621",Repair/replace stucco and increase high of foundation. In kind repair of item #2 & #16 per report #9812.
B2020-02040,Building Permit,Finaled,9/14/2020,Residential | Alteration | 0,"2461 HILGARD Ave,
BERKELEY, CA 94709",14000,"058
219505000",MICHAEL DWYER CONSTRUCTION,"1481 NICHOLAS DR, CONCORD, CA, CA94520","Removal of the (E) non-bearing wall between the kitchen and dining room. Installation of a post and beam configuration in place of old wall. Upgrade electrical, plumbing in kitchen only.  Property in Fire Zone 2."
B2020-02066,Building Permit,Finaled,9/10/2020,Residential | Alteration | 1,"1977 EL DORADO Ave, BERKELEY, CA 94707",9850,"061
257100600",ALTAMIRA CONSTRUCTION CO,"2946 OCTAVIA ST, OAKLAND, CA, CA94619-1112",Engineered voluntary seismic upgrade of cripple walls. In accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate. Fire Zone 2 Property.
B2020-02076,Building Permit,Issued,9/22/2020,Residential | Addition | 4,"1175 OXFORD St,
BERKELEY, CA 94707",100000,"061
255702900",DUVAL CONSTRUCTION INC,"8642 TERRACE DRIVE, EL CERRITO, CA, CA94530","Addition of new utility room and 1/2 bath, remodel master bath and create basement storage.
Relocate gas meter.  Fire zone 2"
B2020-02115,Building Permit,Issued,9/2/2020,Residential | Alteration | 0,"1421 CAMPUS Dr,
BERKELEY, CA 94708",15600,"060
248204703",ALBERT NAHMAN PLUMBING,"3333 MARTIN LUTHER KING JR WAY, BERKELEY, CA, CA94703",16kW Home Back up Generator install.  Property in Fire Zone 2.
B2020-02116,Building Permit,Finaled,9/10/2020,Residential | Alteration | 1,"2304 SACRAMENTO St,
BERKELEY, CA 94702",800,"056
191500700",,,demolish existing garage - removal of  remaining walls
B2020-02117,Building Permit,Issued,9/2/2020,Residential | Alteration | 1,"1730 CURTIS St,
BERKELEY, CA 94702",0,"058
213002002",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615",Install 9.99 KW PV solar panels (27 modules) on the roof.
B2020-02119,Building Permit,Issued,9/2/2020,Residential | Alteration | 1,"433 VASSAR Ave,
BERKELEY, CA 94708",75000,"062
294602000",CREATION 7 BUILDERS,"33 QUAIL CT STE 300, WALNUT CREEK, CA, CA94596-5588","Interior remodel of the kitchen and upstairs bath. There will be no exterior expansion of the current building envelope. A patio/deck will be added on the south side of the house
which will be 30"" or less above grade and less the 200 sq ft ,3 existing.  Property in Fire Zone  2."
B2020-02132,Building Permit,Issued,9/28/2020,Residential | Alteration | 1,"2026 EUNICE St,
BERKELEY, CA 94709",30000,"060
245500100",DUVAL CONSTRUCTION INC,"8642 TERRACE DRIVE, EL CERRITO, CA, CA94530","Voluntary seismic upgrade in accordance with engineered plans: Install all anchor bolts, hold downs, blocking, UFRPs, shear walls and add additional framing as required for seismic upgrade and participation in Berkeley Seismic Transfer Tax program.  Property in Fire Zone 2."
B2020-02135 ,Building Permit ,Finaled ,9/10/2020,Residential | Alteration | 1 ,"45 THE PLAZA Dr, BERKELEY, CA 94705",9420,064 424000500,ALTAMIRA CONSTRUCTION CO,"2946 OCTAVIA ST, OAKLAND, CA, CA94619-1112",Engineered retrofit of the sub-structural area for City of Berkeley Transfer Tax Rebate Program.
B2020-02141,Building Permit,Issued,9/18/2020,Residential | Alteration | 1,"1327 CARLOTTA Ave,
BERKELEY, CA 94703",18000,"060
244504500",PANCOAST CONSTRUCTION INC.,"1319 CARLOTTA AVENUE, BERKELEY, CA, CA94703",Remove existing failed wood retaining wall at north property line and install a new reinforced concrete wall with redwood guard railing. Install new sump pump with drain outlet at curb. (See permit #B2020- 02846 for retaining wall on property line @ 1325 Carlotta Ave.)
B2020-02145,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1419 HARMON St,
BERKELEY, CA 94702",3200,"052
153700700",U-SAVE TERMITE AND CONSTRUCTIO,"367 BEVERLY AVE, SAN LEANDRO, CA, CA94577-1925","Termite repair per Report #68916, Dated March 12, 2020, Item #1. Repair stair treads & decking."
B2020-02171,Building Permit,Issued,9/15/2020,Residential | Alteration | 1,"2428 PRINCE St,
BERKELEY, CA 94705",105000,"052
155800100",BERKELEY DESIGN BUILD INC,"5427 TELEGRAPH AVE STE A, OAKLAND, CA, CA94609","Perform demolition as designated on plans, Kitchen remodel and Bathroom remodel and new lighting in Living and Bedrooms."
B2020-02202,Building Permit,Issued,9/22/2020,Residential | New | 4,"2847 PRINCE St,
BERKELEY, CA 94705",223000,"052
156400400",DAVID GRUBB CONSTRUCTION INC,"2808 WEBSTER ST, BERKELEY, CA, CA94705",New 745sf detached ADU
B2020-02227,Building Permit,Finaled,9/1/2020,Residential | Alteration | 0,"1803 BONITA Ave,
BERKELEY, CA 94709",0,"057
205601700",,,REPLACE MAIN WATER LINE TO THE METER REPLACE SEWER LINE FROM THE BACK TO THE MIDDLE OF THE PROPERTY ( THE REST HAS BEEN REPLACED 12 YEARS AGO) INSTALL TWO PORCH LIGHT FIXTURES
B2020-02235,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1097 CRESTON Rd,
BERKELEY, CA 94708",0,"063
314011100",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615",Install 9.6 KW PV solar panels (24 modules) on the roof with a 20 KW Energy Storage System in the garage. Fire Zone 2 Property.
B2020-02239,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1515 OXFORD St 1C, BERKELEY, CA 94709",3196,"059
225602700",THE WINDOW SPECIALIST,"14733 CATALINA ST, SAN LEANDRO, CA, CA94577-6609","Window replacement in Unit 1C. Replace 4 windows in size, kind & type"
B2020-02240,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1515 OXFORD St 1D, BERKELEY, CA 94709",3196,"059
225603300",THE WINDOW SPECIALIST,"14733 CATALINA ST, SAN LEANDRO, CA, CA94577-6609","Window replacement in Unit 1D. Replace 4 windows in size, kind & type"
B2020-02243,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1515 OXFORD St 2C, BERKELEY, CA 94709",3196,"059
225602800",THE WINDOW SPECIALIST,"14733 CATALINA ST, SAN LEANDRO, CA, CA94577-6609","Window replacement in Unit 2C. Replace 4 windows in size, kind & type"
B2020-02247,Building Permit,Issued,9/8/2020,Residential | Alteration | 0,"2957 BENVENUE Ave,
BERKELEY, CA 94705",7000,"052
157301100",,,Seismic safety work for transfer tax reduction per standard Plan-Set A; URFP/FRFP Retrofit foundation plates and nails to bring to code.
B2020-02249,Building Permit,Finaled,9/8/2020,Residential | Alteration | 1,"1520 ARCH St, BERKELEY, CA 94708",32000,"059
225500600",SANCHEZ CONSTRUCTION,"1581 HUSTON RD, LAFAYETTE, CA, CA94549-2246",termite  repair work.  Property in Fire Zone 2.
B2020-02257,Building Permit,Finaled,9/22/2020,Residential | Alteration | 0,"1412 DERBY St,
BERKELEY, CA 94702",7500,"054
173600400",ALBERT NAHMAN PLUMBING,"3333 MARTIN LUTHER KING JR WAY, BERKELEY, CA, CA94703",Install tankless water heater on the exterior.
B2020-02259,Building Permit,Finaled,9/23/2020,Residential | Demolition | 1,"840 PERALTA Ave,
BERKELEY, CA 94707",3500,"062
287000900",SMI DEMOLITION,"2856 HILLTOP MALL RD, SAN PABLO, CA, CA94806-2100",Demolish Garage
B2020-02268,Building Permit,Issued,9/22/2020,Residential | Alteration | 1,"2324 CALIFORNIA St,
BERKELEY, CA 94703",20000,"055
191301200",R.C. CONSTRUCTION,"811 SAN JOSE AVE, SAN FRANCISCO, CA, CA94110-5421","Add new bathroom within master bedroom. Replace tile and plumbing fixtures in bath 1.  Paint kitchen cabinets and replace backsplash and countertop.
Increase headroom height to 6'-8"" for the stair to the first floor."
B2020-02313,Building Permit,Finaled,9/1/2020,Residential | Alteration | 0,"1507 JOSEPHINE St,
BERKELEY, CA 94703",6450,"059
227103300",GEN-TECH CONSTRUCTION INC.,"4820 MAC ARTHUR BLVD, OAKLAND, CA, CA94619","Termite Repair per Report #G220049, Dated Jan 24, 2020. Items 1E only. Repair floor joists."
B2020-02317,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1515 OXFORD St 2D, BERKELEY, CA 94709",3196,"059
225603400",THE WINDOW SPECIALIST,"14733 CATALINA ST, SAN LEANDRO, CA, CA94577-6609","Window replacement Unit 2D; Replace 4 windows in size, kind & type"
B2020-02318 ,Building Permit ,Finaled ,9/2/2020,Residential | Alteration | 0 ,"1515 OXFORD St 3C, BERKELEY, CA 94709",3196,059 225602900,THE WINDOW SPECIALIST,"14733 CATALINA ST, SAN LEANDRO, CA, CA94577-6609","Window replacement in Unit 3C; Replace 4 windows in size, kind & type"
B2020-02319,Building Permit,Finaled,9/2/2020,Residential | Alteration | 0,"1515 OXFORD St 3D, BERKELEY, CA 94709",3196,"059
225603500",THE WINDOW SPECIALIST,"14733 CATALINA ST, SAN LEANDRO, CA, CA94577-6609","Window replacement in Unit 3D; Replace 4 windows in size, kind & type"
B2020-02324,Building Permit,Finaled,9/4/2020,Residential | Alteration | 0,"1445 FAIRVIEW St,
BERKELEY, CA 94702",0,"052
153900300",WILLIAMS ELECTRIC,"6114 LA SALLE AVE # 452, OAKLAND, CA, CA94611-2802",Repair two (2) 100 AMP Mains damaged by tree.
B2020-02351,Building Permit,Issued,9/3/2020,Residential | Alteration | 0,"2035 LOS ANGELES Ave, BERKELEY, CA 94707",95052,"061
258601200",,,"Replace stucco siding, copper re-pipe, replace kitchen fixture/drain/vent. Fire Zone 2 Property."
B2020-02363,Building Permit,Finaled,9/22/2020,Residential | Alteration | 0,"165 EL CAMINO REAL, BERKELEY, CA 94705",16000,"064
425901101",LB CONSTRUCTION & REMODELING,"2485 WEST AVE 133RD, SAN LEANDRO, CA, CA94577-4109","Remodel of bathroom #2.  Replacement of plumbing fixtures, cabinets and finishes.  Replace light fixture.
Fire zone 2"
