Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2019-01023,Building Permit,Issued,7/29/2019,"Residential | Addition/Alteration |
4","1472 TENTH St, BERKELEY,
CA 94710",15000,59233001000,"CERON BUILDING
REMODELING INC","1074 80TH AVE, OAKLAND, CA, CA94621-
2402",Legalize conversion of garage into an ADU
B2019-01047,Building Permit,Issued,7/22/2019,Commercial | Alteration | 4,"1710 FOURTH St, BERKELEY,
CA 94710",1000000,57211400105,"L 7 PRINCIPAL
DEVELOPMENT","23300 THURSTON CT, HAYWARD, CA,
CA94541-4568","Interior tenant improvements & exterior entry doors,
stairs for Bellwether Coffee."
B2019-01052,Building Permit,Issued,7/15/2019,Residential | Addition | 4,"1118 PARK HILLS Rd,
BERKELEY, CA 94708",120000,63315005900,"UNIVERSAL
CONSTRUCTION","952 JUANITA CT, EL SOBRANTE, CA,
CA94803-1118","850sq addition to create new in-law unit (ADU). Must
Comply with Fire Zone 2 Requirements."
B2019-01119,Building Permit,Finaled,7/19/2019,Residential | Demolition | 1,"857 NEILSON St, BERKELEY,
CA 94707",4500,62287002400,,,Demo detached garage of 190 sq ft
B2019-01157,Building Permit,Issued,7/11/2019,Residential | Alteration | 1,"1400 CALIFORNIA St,
BERKELEY, CA 94703",70000,59228400400,"INDIAN ROCK
LANDSCAPES","5327 JACUZZI ST STE 4R, RICHMOND,
CA, CA94804-5834","Remove existing 50sf deck and stairs and replace with
350sf deck and stairs"
B2019-01169,Building Permit,Issued,7/23/2019,Commercial | Alteration | 4,"1234 FIFTH St, BERKELEY, CA 94710",50000,60236001209,"BROWNCO CONSTRUCTION & DEV.
INC","21 JORDAN ST, SAN RAFAEL, CA, CA94901-3918",Seismic Retrofit of RWFD building. FEMA Grant.
B2019-01193,Building Permit,Issued,7/26/2019,Commercial | Alteration | 4,"920 PARDEE St, BERKELEY,
CA 94710",70000,54174701100,,,"FOR FEMA RETROFIT GRANT - RWFD Building
seismic upgrade"
B2019-01196,Building Permit,Finaled,7/24/2019,Commercial | Alteration | 3,"2655 TELEGRAPH Ave,
BERKELEY, CA 94704",99000,55184002401,ELEVEN WESTERN BUILDERS INC,"2862 EXECUTIVE PLACE, ESCONDIDO, CA, CA92029","Minor remodel of existing CVS store, including non- structural partitions, fixtures, finishes and associated
MEP work."
B2019-01201,Building Permit,Finaled,7/11/2019,Commercial | Alteration | 4,"2151 SHATTUCK Ave,
BERKELEY, CA 94704",40000,57203200503,"CLUNE CONSTRUCTION
COMPANY L P","10 S RIVERSIDE PLZ STE 2200, CHICAGO,
IL, IL60606-3700","New Building Permit for Addition of an indoor, stand-
alone, floor mounted Bank of America ATM"
B2019-00843,Building Permit,Issued,7/15/2019,Residential | New | 4,"1333 CARLOTTA Ave,
BERKELEY, CA 94703",139000,60244504300,"PANCOAST
CONSTRUCTION INC.","1319 CARLOTTA AVE, BERKELEY, CA,
CA94703-1003",New ADU
B2019-01241,Building Permit,Issued,7/30/2019,"Residential | Addition/Alteration |
4","1222 CARLETON St,
BERKELEY, CA 94702",110000,54178702300,"AXIOM CONSTRUCTION
INC","3559 MT DIABLO BLVD, LAFAYETTE, CA,
CA94549",Convert detached Garage to ADU
B2019-01288,Building Permit,Finaled,7/11/2019,Commercial | Alteration | 4,"1536 SHATTUCK Ave,
BERKELEY, CA 94709",143000,59226302401,"SUMMER SYSTEMS, INC.","28942 HANCOCK PARKWAY, VALENCIA, CA, CA91355","Voluntary accessible upgrades providing CBC compliant doors hardware and adjust door pressure, New ADA signs and Remove/Replace (E) check desk. and Replace accessible parking stalls and aisle, portion of (E) concrete walkway along POT, Replace
(E)Curb ramp."
B2019-01293,Building Permit,Issued,7/8/2019,Residential | Alteration | 0,"304 THE SPIRAL, BERKELEY,
CA 94708",2500,63313001300,"LB CONSTRUCTION &
REMODELING","2485 W AVENUE 133RD, SAN LEANDRO,
CA, CA94577-4109",Voluntary Seismic Improvements
B2019-01299,Building Permit,Issued,7/8/2019,Residential | Addition/Alteration | 4,"2005 YOLO Ave, BERKELEY, CA 94707",175000,61256502600,MADRONE BUILDERS,"1191 SOLANO AVE #6939, ALBANY, CA, CA94706","Reconfigure (e) interior stairs, kitchen remodel build larger deck, second floor addition of 467 sf. Remove
87sf (e) sunroom on 1st floor."
B2019-01329,Building Permit,Issued,7/25/2019,Residential | Alteration | 4,"1080 CRAGMONT Ave,
BERKELEY, CA 94708",500000,63298702701,CERAMI BUILDERS,"557 SANTA CLARA AVE, BERKELEY, CA, CA94707-1624","Interior remodel of kitchen, baths, and master bedroom including new lighting and radiant heat. One (1) new window, replacement of four (4) windows and two (2) doors. Must Comply with Fire Zone 2 Requirements."
B2019-00711,Building Permit,Finaled,7/25/2019,Residential | Alteration | 1,"935 FRESNO Ave,
BERKELEY, CA 94707",100000,61260302800,IDEAL DESIGN,"1115 ARCH ST, BERKELEY, CA, CA94708-
1615","Remodel of existing kitchen and dining. New
windows/doors. Site work"
B2019-01404,Building Permit,Finaled,7/1/2019,"Residential | Addition/Alteration |
1","2213 SPAULDING Ave,
BERKELEY, CA 94703",40000,56200103000,,,"Add extended master bedroom to back of house
(168sqft) and install new bathroom"
B2019-01410,Building Permit,Issued,7/23/2019,Commercial | Alteration | 4,"1160 Sixth St, BERKELEY, CA
94710",37500,60238500907,"HOLLAND & HARLEY
CONSTRUCTION","702 F HARRISON ST., BERKELEY, CA,
CA94710",Structural concrete pad for new brewhouse
B2019-01469,Building Permit,Issued,7/10/2019,Residential | Alteration | 1,"2341 CARLETON St,
BERKELEY, CA 94704",50000,55183300700,SKYFIRE CONSTRUCTION,"2936 COOLIDGE AVE, OAKLAND, CA, CA94602-2718","South portion of (E) basement to be legalized as an accessory dwelling unit. Remove (E) brick chimney
throughout."
B2019-01475,Building Permit,Issued,7/24/2019,"Residential | Addition/Alteration |
4","1442 STANNAGE Ave,
BERKELEY, CA 94702",50000,60239400500,,,"Construction of 33SF addition in non-conforming front
set back and foundation replacement."
B2019-01485,Building Permit,Issued,7/11/2019,Commercial | Alteration | 1,"975 UNIVERSITY Ave,
BERKELEY, CA 94710",10000,57209200900,"BLUE DOG CONSTRUCTION &
RENOVA","3158 GLORIA TERRACE, LAFAYETTE, CA, CA94549",Removal of (E) deck and portico. Installation of steel post.
B2019-01515,Building Permit,Issued,7/8/2019,Residential | Alteration | 1,"1729 VIRGINIA St,
BERKELEY, CA 94703",35000,58216201400,"JIM DUNAWAY, G.C.","8680 WINTU WAY, WINTERS, CA,
CA95694-9666","Remodel kitchen remove (e) wall & dining room;
demolish (E) fireplace."
B2019-01571,Building Permit,Issued,7/31/2019,Residential | New | 1,"2944 SHASTA Rd,
BERKELEY, CA 94708",25000,63299301700,"LONSDALE CONSTRUCTION
COMPANY","2631 CAMINO LENADA, PIEDMONT, CA, CA94611",Rebuild 240 SqFt garage. Must Comply with Fire Zone 2 Requirements.
B2019-01577,Building Permit,Issued,7/18/2019,Residential | Alteration | 1,"1510 STANNAGE Ave,
BERKELEY, CA 94702",50000,60239402100,MONTCLAIR CONSTRUCTION & STRUC,"3871 PIEDMONT AVE, PIEDMONT, CA, CA94611","Partial foundation and slab replacement increasing ceiling height, new drainage and remodel (E) lower level bedroom, family room and bath, relocate (E) laundry. New sink and countertop off of family room."
B2019-01599,Building Permit,Issued,7/22/2019,Residential | Alteration | 4,"2145 GRANT St, BERKELEY, CA 94703",10000,57201502200,,,"Remove rear laundry room from (E) house to provide
clearance for (N) building to be constructed under B2019-01597."
B2019-01614,Building Permit,Issued,7/8/2019,Residential | Alteration | 1,"1408 RUSSELL St,
BERKELEY, CA 94702",50000,53161900200,SKYFIRE CONSTRUCTION,"2936 COOLIDGE AVE, OAKLAND, CA, CA94602-2718","Raise existing foundation wall eight inches above grade. Replace garage door, window and siding. Add washer and dryer, new plumbing, lighting and
electrical. *NO DEFERRED SUBMITTALS"""
B2019-01623,Building Permit,Issued,7/8/2019,Residential | Addition/Alteration | 4,"44 ALVARADO Rd,
BERKELEY, CA 94705",180000,64422702100,VELIC CONSTRUCTION INC,"438 HOLLOWAY AVE, SAN FRANCISCO, CA, CA94112-2248","Residential addition of 105 SF to create new mud room in basement, remodel kitchen, (2) bathrooms on upper level, half bath on lower level, pantry and laundry.
Must Comply with Fire Zone 2 Requirements."
B2019-01649,Building Permit,Issued,7/18/2019,Residential | Alteration | 1,"2412 EIGHTH St, BERKELEY, CA 94710",155000,56193900900,,,"7/25/19-trades permit issued.
Residential remodel; remove interior wall at dining room, replace HVAC, renovate bathrooms and kitchen, laundry room, and new rear deck."
B2019-01676,Building Permit,Issued,7/2/2019,Residential | Alteration | 1,"3101 MABEL St, BERKELEY,
CA 94702",7750,52151602200,,,Exterior stair dry rot repair
B2019-01698,Building Permit,Issued,7/3/2019,Residential | Alteration | 1,"260 SOUTHAMPTON Ave,
BERKELEY, CA 94707",8000,62291400300,,,"Demo existing walls in basement, remove center line
posts, sister onto (e) 2x8 floor framing. Must Comply with Fire Zone 2 Restrictions."
B2019-01700,Building Permit,Issued,7/16/2019,Residential | Alteration | 1,"2020 CEDAR St, BERKELEY, CA 94709",60000,58217302500,ALARCON BOHM CORP.,"PO BOX 24301, OAKLAND, CA, CA94623",Soft story retrofit to comply with BMC 19.39 for removal of the building from the inventory of hazardous buildings. - FEMA Retrofit Grants Program
B2019-01704,Building Permit,Issued,7/18/2019,Residential | Demolition | 1,"868 ENSENADA Ave,
BERKELEY, CA 94707",2800,62287100400,"CHRIS KIEFER
CONSTRUCTION","5740 OLINDA RD, RICHMOND, CA,
CA94803","Demolish existing detached garage(229sqft) &
attached shed (23sqft) in the rear hard."
B2019-01710,Building Permit,Finaled,7/5/2019,Residential | Alteration | 1,"1015 OXFORD St,
BERKELEY, CA 94707",3000,61258804000,,,"Construction of new deck over 200sf and replaced fence/trellis with permits. NOV sited on 4/12/19 per David Montes. Must Comply with Fire Zone 2
Requirements."
B2019-01756,Building Permit,Issued,7/10/2019,Residential | Addition/Alteration | 4,"2828 WEBSTER St,
BERKELEY, CA 94705",92700,52156405800,MELLOR REMODELING,"1306 SANDERLING IS, RICHMOND, CA, CA94801","Addition of 378 SqFt to create master bedroom over existing roof deck. Remodel first floor family room & bathroom, remove & replace partition walls. Add new
41 SqFt hot tub."
B2019-01802,Building Permit,Issued,7/15/2019,Residential | Alteration | 4,"827 INDIAN ROCK Ave, BERKELEY, CA 94707",289000,61258304500,AVIV CONSTRUCTION,"4011 MACDONALD AVE, RICHMOND, CA, CA94805","New Foundation, remodel of kitchen, bathrooms and adjacent spaces. Added 42 sq ft of conditioned space. Must Comply with Fire Zone 2 Requirements."
B2019-01832,Building Permit,Finaled,7/8/2019,Residential | Alteration | 1,"1007 OVERLOOK Rd,
BERKELEY, CA 94708",9800,63313006700,"ALVARADO
CONSTRUCTION","2775 BOWHILL LN, SAN PABLO, CA,
CA94806-3105","Seismic Retrofit For Transfer Tax Rebate. Bolting &
shear wall work. Fire Zone 2 Property."
B2019-01843,Building Permit,Issued,7/11/2019,Residential | Alteration | 4,"11 HILL Rd, BERKELEY, CA
94708",96000,63316001900,,,"In Response to NOV: Work without the benefit of Building Permit: Remodel of existing single family dwelling: 1) kitchen - appliances and fixtures to be replaced same location, (2) bathrooms - fixtures to be replaced in same location, (3) windows, door replacement, 4) change electrical panel/changes to wiring, outlets, lights and switches, 5) replace HVAC
system."
B2019-01854,Building Permit,Issued,7/31/2019,Residential | Alteration | 0,"1028 OVERLOOK Rd,
BERKELEY, CA 94708",19000,63314008501,,,Engineered Seismic Retrofit for Transfer Tax Rebate. Must Comply with Fire Zone 2 Requirements.
B2019-01909,Building Permit,Issued,7/11/2019,Residential | Alteration | 1,"1614 NINTH St, BERKELEY, CA 94710",60000,58212400900,"BLUE DOG CONSTRUCTION &
RENOVA","3158 GLORIA TERRACE, LAFAYETTE, CA, CA94549","Remodel one existing kitchen, enclose play area and convert to bedroom, replace windows and doors as
indicated"
B2019-01927,Building Permit,Issued,7/24/2019,Residential | Alteration | 1,"738 CRAGMONT Ave,
BERKELEY, CA 94708",42000,63295901300,,,Replace undermined garage slab and buttress foundation wall. Replace driveway slab and drainage system. Must Comply with Fire Zone 2 Requirements.
B2019-01935,Building Permit,Issued,7/22/2019,Residential | Addition/Alteration | 4,"1629 STUART St C, BERKELEY, CA 94703",135000,54173003400,,,"Residential remodel and addition of (E) attic to relocate 3 bedrooms and bath from lower level. Remodel (E) kitchen create a new at lower bedroom location, new windows in dining room, and new deck @ family room. Total new habitable square footage is 594 sq. ft."
B2019-01994,Building Permit,Issued,7/17/2019,Residential | Alteration | 4,"1462 STANNAGE Ave,
BERKELEY, CA 94702",140000,60239403000,ROY TRILLIA,"1907 YOLO AVE, BERKELEY, CA, CA94707-
2613",Project is a remodel of an existing ground floor space to legalize space as an Accessory Dwelling Unit. Work includes Remodeled Kitchen and Bathroom.
B2019-02009,Building Permit,Issued,7/11/2019,Residential | Alteration | 1,"1646 PRINCE St, BERKELEY, CA 94703",150000,52154503400,"GOLDEN COAST CONSTRUCTION &
RESTORATION","4811 CHIPPENDALE DR STE 307, SACRAMENTO, CA, CA95841-2552",Remove old siding and install new Hardie planks like for like.
B2019-02046,Building Permit,Finaled,7/17/2019,Residential | Alteration | 1,"18 HILLCREST Ct,
BERKELEY, CA 94705",25000,64424700600,,,"Voluntary seismic retrofit for Brace & Bolt program in accordance with Chapter A3 per an engineered plan.
Must Comply with Fire Zone 2 Requirements."
B2019-02065,Building Permit,Finaled,7/9/2019,Residential | Alteration | 1,"1432 1/2 BLAKE St, BERKELEY, CA 94702",39000,54179502600,,,"Voluntary seismic upgrade of the existing structure. For EBB in accordance with chapter A3 . Qualifies for
transfer tax rebate."
B2019-02117,Building Permit,Issued,7/22/2019,Residential | Alteration | 1,"2425 PROSPECT St,
BERKELEY, CA 94704",118000,55185601400,J B & B CONSTRUCTION INC,"4532 MORNING BROOK LN, TRACY, CA, CA95377-8253","Residential remodel of (E) third floor group bathrooms
into (8) individual bathrooms. Must Comply with Fire Zone 2 Requirements."
B2019-02140,Building Permit,Issued,7/25/2019,Residential | Alteration | 0,"2744 DOHR St, BERKELEY, CA 94702",28000,54173800600,PROYECTO,"101 BROADWAY, OAKLAND, CA, CA94607-
3745","Remodel kitchen & living room. Infill kitchen window, install two (2) new skylights & demolish fireplace."
B2019-02163,Building Permit,Issued,7/24/2019,Residential | Demolition | 1,"2215 ACTON St, BERKELEY,
CA 94702",5000,56199804700,Design Draw Build Inc,"2866 Webster St, Oakland, CA, CA94609",Demolition of existing garage
B2019-00673,Building Permit,Issued,7/17/2019,Commercial | Alteration | 4,"1025 GILMAN St, BERKELEY,
CA 94710",20000,60235500802,"TPC CONSTRUCTION
SERVICES INC","4170 CITRUS AVE, ROCKLIN, CA, CA95677
4000",Adding fresh pasta bar in existing Whole Foods Market
B2019-00614,Building Permit,Issued,7/30/2019,"Commercial | Addition/Alteration |
4","699 VIRGINIA St, BERKELEY,
CA 94710",835000,57211200401,,,Addition of new asphalt recycle equipment.
B2019-00613,Building Permit,Issued,7/15/2019,Residential | Alteration | 1,"2845 WEBSTER St,
BERKELEY, CA 94705",30000,52156512100,AVIV CONSTRUCTION,"4011 MACDONALD AVE, RICHMOND, CA, CA94805","Remodel (E) master bath at second floor. Raise floor at bath 2/sitting to be level with adjacent bedroom.
Modify exterior windows: New window at master bath/bedroom and sitting. Expand master bedroom
closet."
B2019-00548,Building Permit,Finaled,7/10/2019,Residential | Alteration | 1,"2928 ELLSWORTH St,
BERKELEY, CA 94705",10000,52158000900,,,"Per N.O.V. Remove 3 illegal kitchens, 2 bathrooms and illegal partitions. Reinstall spiral stairs, add wall to create bedroom #3, enclose area under deck to create
storage rooms"
B2019-00281,Building Permit,Issued,7/31/2019,Residential | Alteration | 4,"2924 ELLIS St, BERKELEY,
CA 94703",150000,53160401200,,,"Create an 849 Sq Ft ADU within existing building shell
and add a new deck on back of building."
B2019-00275,Building Permit,Issued,7/3/2019,Residential | Alteration | 1,"956 ARLINGTON Ave,
BERKELEY, CA 94707",89000,61257701900,AHMET KAHYA,"102 LAKE AVE, RODEO, CA, CA94572-1041","Dryrot repair, chimney removal, stairs removal, roof
repair as described in pest report and plans"
B2018-03483,Building Permit,Finaled,7/19/2019,Residential | Alteration | 0,"2744 MATHEWS St,
BERKELEY, CA 94702",13600,54174204300,FORD J DAVID,"2342 SHATTUCK AVE # 372, BERKELEY,
CA, CA94704-1517","Engineered voluntary seismic upgrade. Qualifies for
Transfer Tax Rebate."
B2018-03475,Building Permit,Issued,7/2/2019,Residential | Demolition | 1,"1442 DELAWARE St,
BERKELEY, CA 94702",5000,57207600700,,,Demo 252 SF garage (See ADU permit B2018-03476).
B2018-03021,Building Permit,Issued,7/10/2019,Commercial | Alteration | 1,"1101 UNIVERSITY Ave,
BERKELEY, CA 94702",15000,57208501401,ERICSSON INC,"6300 LEGACY DR, PLANO, TX, TX75024-
3607","Remove and replace (3) antennas, (3) rev, (3) surge
protectors, install (3) arv + (2) surge protectors on (E) AT&T"
B2018-02855,Building Permit,Issued,7/15/2019,Residential | Alteration | 4,"9 CLAREMONT Cres,
BERKELEY, CA 94705",100000,52156506600,BERKELEY DESIGN BUILD INC,"5427 TELEGRAPH AVE STE A, OAKLAND, CA, CA94609","Remodel kitchen & reconfigure partition walls. Enlarge
exterior openings, replace windows & install an exterior water heater."
B2018-02245,Building Permit,Finaled,7/25/2019,Residential | Alteration | 1,"1720 CEDAR St, BERKELEY, CA 94703",38103,58216300400,GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906","Engineered Seismic Retrofit (4) Units-1720 Cedar St / 1600 Edith St *FOR TRANSFER TAX REBATE*
**RETROFIT GRANTS PROGRAM**"
B2018-01006,Building Permit,Issued,7/15/2019,Commercial | Alteration | 1,"2815 SEVENTH St,
BERKELEY, CA 94710",75000,53165802301,,,Retrofit building for bracing and anchorage of wall
B2018-00829,Building Permit,Issued,7/17/2019,Residential | Alteration | 4,"1809 TENTH St, BERKELEY, CA 94710",40000,57208701600,N C CONSTRUCTION,"2930 SHATTUCK AVE STE 200-10, BERKELEY, CA, CA94705-1883","(E3) Exterior Balcony repair & replace existing wood deck. REVISION -01 Deck landing framing repair due to dry rot
Dry rotted wall repair under the balcony Change (e) steel railing to (n) wood railing
* Steel construction scope has been removed from the
project ...VALUATION INCREASED FROM 30,000 TO 40,000..MCO."
B2017-04076,Building Permit,Issued,7/30/2019,Commercial | Alteration | 1,"2619 DWIGHT Way,
BERKELEY, CA 94704",40000,55187401200,,,"New sliding gate at stairs along Bowditch St. at rear to
complete fence for security."
B2016-03885,Building Permit,Issued,7/31/2019,Commercial | Alteration | 4,"3195 ADELINE St,
BERKELEY, CA 94703",135000,52155201700,DEVCO,"3195 ADELINE ST, BERKELEY, CA, CA94703","Commercial TI - space for new café, serving coffee, serving food, on site beer / wine, work includes new
bathroom & partition walls within existing structure"
B2019-00983,Building Permit,Issued,7/2/2019,Commercial | Alteration | 4,"2116 BANCROFT Way,
BERKELEY, CA 94703",0,55189301900,APEX SITE SOLUTIONS INC,"9749 KENT ST, ELK GROVE, CA, CA95624-
2416","REMOVE AND REPLACE EXSITING ANTENNAS AND RRU W/NEW. INSTALL 3 ADDITIONAL ANETNNAS AND RRU AND BATTERIES AND
RELATED EQUIPMENT."
B2019-00977,Building Permit,Issued,7/15/2019,Commercial | Alteration | 1,"1338 SAN PABLO Ave, BERKELEY, CA 94702",111000,60235301402,"FRED OLIVIERI CONSTRUCTION
COMPANY","6315 PROMWAY AVE NW, NORTH CANTON, OH, OH44720","Revise lighting, new hanging bike rack, revising fitting room layout."
B2019-01212,Building Permit,Issued,7/15/2019,Residential | Addition/Alteration | 4,"1384 QUEENS Rd,
BERKELEY, CA 94708",400000,60248201900,AVIV CONSTRUCTION,"4011 MACDONALD AVE, RICHMOND, CA, CA94805","Construct new 2-story, rear yard addition, 957SF, with waterproof roof deck. Renovate existing home including new interior layout with new staircase and elevator connecting floors, new room locations, and new finishes and fixtures. Must Comply with Fire Zone
2 Requirements."
B2019-01338,Building Permit,Issued,7/1/2019,Residential | Addition/Alteration | 4,"3017 HARPER St, BERKELEY, CA 94703",250000,53160102700,KAMI CONSTRUCTION,"731 SANTA BARBARA RD, BERKELEY, CA, CA94707","Renovation of house, addition 143 sf. kitchen, baths, window replacement, (N) foundation, hvac & skylights."
B2019-02174,Building Permit,Finaled,7/15/2019,Residential | Alteration | 1,"891 JONES St, BERKELEY,
CA 94710",65000,59232701300,"HENGDA
CONSTRUCTION INC","40 EDGAR PL, SAN FRANCISCO, CA,
CA94112-2353","Remodel Kitchen, bathroom, drywall, wiring, water
heater, and heating. Replacing 7 windows."
B2019-02187,Building Permit,Issued,7/3/2019,Residential | Alteration | 1,"2024 DURANT Ave,
BERKELEY, CA 94704",685000,55189501901,,,"IN KIND WATER PROOFING REPAIRS TO 31 DECKS, WORK TO INCLUDE NEW SUBSTRATE DECK TO WALL WATERPROOFING, DECK WATERPROOFING AND CONCRETE TOPPING
SLAB."
B2019-02207,Building Permit,Issued,7/25/2019,Residential | Alteration | 1,"63 OAKVALE Ave,
BERKELEY, CA 94705",150000,64423800500,SNYDER CONSTRUCTION,"2614 47TH AVE, SAN FRANCISCO, CA, CA94116-2603","8/13/19 - Electrical permit issued.
Interior remodel to rearrange the floor plan, bathroom layout, add a new bathroom and move two (2) windows in first and second floor bath. Must Comply with Fire Zone 2 Requirements."
B2019-02207,Building Permit,Issued,7/25/2019,Residential | Alteration | 1,"63 OAKVALE Ave,
BERKELEY, CA 94705",150000,64423800500,POWER & LIGHT,"5250 LAWTON AVENUE, OAKLAND, CA, CA94618","8/13/19 - Electrical permit issued.
Interior remodel to rearrange the floor plan, bathroom layout, add a new bathroom and move two (2) windows in first and second floor bath. Must Comply with Fire Zone 2 Requirements."
B2019-02211,Building Permit,Issued,7/9/2019,Residential | Addition/Alteration | 1,"3141 LEWISTON Ave A, BERKELEY, CA 94705",98597,52156312400,,,"Repair at kitchen due to water damage.Remodel and relocate existing powder room into full bathroom.
Remodel existing bedroom, living room and other areas, updating electrical etc. and replace existing glazed exterior door for code compliance Replace existing gas wall heaters with new hydroid baseboard heaters. Legalize garage converted into bedroom"
B2019-02276,Building Permit,Finaled,7/9/2019,Residential | Alteration | 1,"1244 ORDWAY St,
BERKELEY, CA 94706",15000,60241601700,MARK BURKETT CONSTRUCTION,"5540 DOYLE ST APT 2, EMERYVILLE, CA, CA94608-2544","Interior renovation of vestibule to accommodate
bathroom with new window in existing opening and new tankless water heater on the exterior"
B2019-02279,Building Permit,Issued,7/18/2019,Residential | Alteration | 1,"2240 VIRGINIA St,
BERKELEY, CA 94709",95000,58218204101,LA TORRE GENERAL CONSTRUCTION,"522 CROFTON AVE, OAKLAND, CA, CA94610-1519","Interior home renovation project (same foot print of house) replace whole house windows with more efficient windows - in kind replacement. Replace front entry stairs and add a new balcony in front of house.
Fire zone 2"
B2019-02281,Building Permit,Issued,7/2/2019,Residential | Alteration | 1,"1353 GRIZZLY PEAK Blvd,
BERKELEY, CA 94708",50000,60249401600,"PARADIGM CONCRETE
& CONSTRUCTI","2645 PITTSBURG ANTIOCH HWY,
ANTIOCH, CA, CA94509","Replacing retaining walls, and French drains"
B2019-02314,Building Permit,Issued,7/25/2019,Residential | Addition | 1,"1365 ADA St, BERKELEY, CA
94702",35000,60242304300,,,"Remodel to include: Conversion of (e) entry area into
bathroom, new entry stair at front of house."
B2019-02320,Building Permit,Finaled,7/3/2019,Residential | Alteration | 1,"1919 PARKER St, BERKELEY,
CA 94704",19000,55181601300,AHMET KAHYA,"102 LAKE AVE, RODEO, CA, CA94572-1041","Repair rot damage to front porch, close off existing
arch with a braced wall; install railings."
B2019-02341,Building Permit,Issued,7/18/2019,Residential | Demolition | 1,"677 NEILSON St, BERKELEY,
CA 94707",5000,62286802000,KEENE BUILDERS INC,"2215 5TH ST, BERKELEY, CA, CA94710-
2216",Demo (E) garage
B2019-02355,Building Permit,Finaled,7/25/2019,Residential | Alteration | 0,"1410 PARKER St, BERKELEY,
CA 94702",41000,54179401601,"ALAMEDA STRUCTUAL
INC.","1620 CLINTON AVE, ALAMEDA, CA,
CA94501","Partial Foundation Replacement For Transfer Tax
Rebate."
B2019-02373,Building Permit,Finaled,7/8/2019,Residential | Alteration | 1,"1554 STANNAGE Ave,
BERKELEY, CA 94702",92000,59228800400,"MONTCLAIR CONSTRUCTION &
STRUC","3871 PIEDMONT AVE, PIEDMONT, CA, CA94611","New perimeter foundation, garage slab drainage, front entry porch waterproofing & stair replacement. New
200-amp service panel."
B2019-02380,Building Permit,Issued,7/18/2019,Residential | Alteration | 1,"130 PARKSIDE Dr,
BERKELEY, CA 94705",5000,64424400500,"ASSEMBLY BUILDERS
INC","521 CURTIS ST, ALBANY, CA, CA94706-
1418","Demolition of existing garage, to be replaced under
permit # B2019-02378."
B2019-02383,Building Permit,Finaled,7/1/2019,Residential | Alteration | 0,"3208 ELLIS St, BERKELEY, CA 94703",17893,52153400800,"SUNPOWER
CORPORATION SYSTEMS","120 S CENTRAL AVE STE 350, CLAYTON, MO, MO63105",installation of roof mounted pv system - 4.32KW with new 100 amp load center - also rafters needed.
B2019-02408,Building Permit,Issued,7/8/2019,Commercial | Alteration | 1,"1824 UNIVERSITY Ave,
BERKELEY, CA 94703",6000,57201602401,YESCO SIGNS LLC,"5119 S CAMERON ST, LAS VEGAS, NV,
NV89118","Install (1) illuminated wall sign and re-face (1) existing
projecting sign for ""Mike's Bikes""."
B2019-02424,Building Permit,Issued,7/29/2019,Residential | Alteration | 4,"1516 GRANT St, BERKELEY,
CA 94703",8000,59227500901,,,Remove (E) deck and build (N).
B2019-02426,Building Permit,Finaled,7/10/2019,Residential | Alteration | 1,"980 GRIZZLY PEAK Blvd,
BERKELEY, CA 94708",10000,63296901400,,,Foundation repair/replacement.
B2019-02449,Building Permit,Finaled,7/25/2019,Residential | Alteration | 1,"2137 SACRAMENTO St,
BERKELEY, CA 94702",90000,56200002400,HDR REMODELING,"2952 SACRAMENTO ST, BERKELEY, CA, CA94702","Remodel kitchen & breakfast room to (N) kitchen and bathroom. Replace four (4) windows and one (1)
exterior doors. Remove non-bearing wall."
B2019-02456,Building Permit,Finaled,7/9/2019,Residential | Alteration | 0,"2575 LE CONTE Ave 6,
BERKELEY, CA 94709",19500,58219800600,"CROWN
CONSTRUCTION","7708 SAN SABANA CT, DUBLIN, CA,
CA94568","Kitchen remodel. Must Comply with Fire Zone 2
Requirements."
B2019-02489,Building Permit,Issued,7/10/2019,Residential | Alteration | 1,"2422 BONAR St, BERKELEY, CA 94702",85000,56193101200,PEREZ CONSTRUCTION,"181 GEORGETOWN CT, VALLEJO, CA, CA94589-1456","Remodel (E) kitchen & bath. (N) back porch, windows & skylights. Add bath, convert dining room to
bedroom. Plumbing & electrical upgrades."
B2019-02508,Building Permit,Finaled,7/9/2019,Residential | Alteration | 0,"1327 MILVIA St 1, BERKELEY,
CA 94709",23700,60245301400,"BAY TOWNS
CONSTRUCTION","17966 JOSEPH DR, CASTRO VALLEY, CA,
CA94546",Kitchen remodel...Unit 1.
B2019-02518,Building Permit,Issued,7/11/2019,Residential | Alteration | 0,"1209 SANTA FE Ave, BERKELEY, CA 94706",10000,60241100102,A-TAYLOR MADE WINDOW,"5327 JACUZZI ST STE 5E, PT RICHMOND, CA, CA94804","Change three (3) windows. Replace one (1) window, same size & location. Change one (1) door to a window & change one (1) window into a patio door."
